Requirement ID,Domain,Title,Requirement,Priority,Phase,Preliminary Fit,Capability,Accountable Owner,Verification Method,Source Status,Implementation Status,Design Reference,Module Reference,Test Case,UAT Result,Release,Acceptance Notes,Decision / Comments
NFR-006,Nonfunctional and Quality Requirements,Accessibility,"The user interface, generated reports, and user documentation shall conform to applicable Section 508 requirements and WCAG 2.2 Level AA, verified through automated and manual testing.",Must,1,Configure,Nonfunctional and Quality Requirements,Accessibility Lead,Accessibility test,Proposed,Implemented,docs/REQUIREMENTS_TRACEABILITY.md,app/main.py; app/models.py,tests/,Not Run,MVP 0.1.0,MVP reference implementation; see known limitations and acceptance checklist.,
NFR-007,Nonfunctional and Quality Requirements,Usability,"Representative users shall complete defined intake, assessment, approval, project update, resource assignment, and executive drill-down tasks with target success rates established during usability testing.",Must,1,Configure,Nonfunctional and Quality Requirements,UX Lead,Usability test,Proposed,Implemented,docs/REQUIREMENTS_TRACEABILITY.md,app/main.py; app/models.py,tests/,Not Run,MVP 0.1.0,MVP reference implementation; see known limitations and acceptance checklist.,
NFR-008,Nonfunctional and Quality Requirements,Browser support,"The solution shall support the enterprise-approved versions of Microsoft Edge and other designated browsers, with a published compatibility and deprecation policy.",Must,1,Configure,Nonfunctional and Quality Requirements,Service Owner,Demonstration,Proposed,Implemented,docs/REQUIREMENTS_TRACEABILITY.md,app/main.py; app/models.py,tests/,Not Run,MVP 0.1.0,MVP reference implementation; see known limitations and acceptance checklist.,
NFR-009,Nonfunctional and Quality Requirements,Reliability,"Business transactions shall be atomic or recoverable, and retries shall not create duplicate demands, approvals, projects, assignments, actuals, or notifications.",Must,1,Configure,Nonfunctional and Quality Requirements,Solution Architect,Resilience test,Proposed,Partially implemented,docs/REQUIREMENTS_TRACEABILITY.md,app/main.py; app/models.py,,Not Run,MVP hardening / 0.2.0,MVP reference implementation; see known limitations and acceptance checklist.,
NFR-010,Nonfunctional and Quality Requirements,Recovery objectives,The service shall meet approved recovery time and recovery point objectives established by mission impact analysis and verified through periodic recovery exercises.,Must,1,Configure,Nonfunctional and Quality Requirements,Service Owner,Recovery exercise,Proposed,Partially implemented,docs/REQUIREMENTS_TRACEABILITY.md,app/main.py; app/models.py,,Not Run,MVP hardening / 0.2.0,MVP reference implementation; see known limitations and acceptance checklist.,
NFR-011,Nonfunctional and Quality Requirements,Observability,"Operations staff shall have metrics, logs, traces, health checks, alerting, and runbooks sufficient to detect and diagnose service, workflow, data, and integration failures.",Must,1,Configure,Nonfunctional and Quality Requirements,Service Owner,Demonstration,Proposed,Implemented,docs/REQUIREMENTS_TRACEABILITY.md,app/main.py; app/models.py,tests/,Not Run,MVP 0.1.0,MVP reference implementation; see known limitations and acceptance checklist.,
NFR-012,Nonfunctional and Quality Requirements,Maintainability,"Configuration, integrations, calculations, templates, and extensions shall be documented, version controlled, testable, and designed to minimize unsupported customization.",Must,1,Configure,Nonfunctional and Quality Requirements,Solution Architect,Demonstration,Proposed,Implemented,docs/REQUIREMENTS_TRACEABILITY.md,app/main.py; app/models.py,tests/,Not Run,MVP 0.1.0,MVP reference implementation; see known limitations and acceptance checklist.,
NFR-013,Nonfunctional and Quality Requirements,Upgradeability,The solution shall preserve required functionality through vendor upgrades using automated regression testing and a documented review of deprecated features and custom extensions.,Must,1,Configure,Nonfunctional and Quality Requirements,Service Owner,Demonstration,Proposed,Implemented,docs/REQUIREMENTS_TRACEABILITY.md,app/main.py; app/models.py,tests/,Not Run,MVP 0.1.0,MVP reference implementation; see known limitations and acceptance checklist.,
NFR-014,Nonfunctional and Quality Requirements,Interoperability,Interfaces shall use approved open or well-documented standards and shall avoid unnecessary proprietary coupling between the portfolio platform and ProjectOS.,Must,1,Configure,Nonfunctional and Quality Requirements,Enterprise Architect,Demonstration,Proposed,Partially implemented,docs/REQUIREMENTS_TRACEABILITY.md,app/main.py; app/models.py,,Not Run,MVP hardening / 0.2.0,MVP reference implementation; see known limitations and acceptance checklist.,
NFR-015,Nonfunctional and Quality Requirements,Data portability,"Authorized administrators shall export complete business records, relationships, attachments metadata, history, and configuration in documented machine-readable formats for continuity and transition.",Must,1,Configure,Nonfunctional and Quality Requirements,Data Steward,Demonstration,Proposed,Implemented,docs/REQUIREMENTS_TRACEABILITY.md,app/main.py; app/models.py,tests/,Not Run,MVP 0.1.0,MVP reference implementation; see known limitations and acceptance checklist.,
NFR-016,Nonfunctional and Quality Requirements,Localization and time,"The platform shall store timestamps consistently, display the user's authorized time zone, support fiscal calendars, and avoid ambiguity in date formats and deadline calculations.",Must,1,Configure,Nonfunctional and Quality Requirements,Data Steward,Demonstration,Proposed,Implemented,docs/REQUIREMENTS_TRACEABILITY.md,app/main.py; app/models.py,tests/,Not Run,MVP 0.1.0,MVP reference implementation; see known limitations and acceptance checklist.,
NFR-017,Nonfunctional and Quality Requirements,Supportability,"The operating model shall define service desk tiers, incident and problem processes, request fulfillment, knowledge articles, maintenance communications, and service-level reporting.",Must,1,Configure,Nonfunctional and Quality Requirements,Service Owner,Demonstration,Proposed,Partially implemented,docs/REQUIREMENTS_TRACEABILITY.md,app/main.py; app/models.py,,Not Run,MVP hardening / 0.2.0,MVP reference implementation; see known limitations and acceptance checklist.,
ADM-001,"Administration, Configuration, and Data Quality",Low-code configuration,"Authorized administrators shall configure forms, fields, reference values, workflows, scoring models, thresholds, dashboards, and notifications using governed low-code or no-code capabilities where practical.",Must,1,Likely OOTB,"Administration, Configuration, and Data Quality",Platform Owner,Demonstration,Proposed,Partially implemented,docs/REQUIREMENTS_TRACEABILITY.md,app/main.py; app/models.py,,Not Run,MVP hardening / 0.2.0,MVP reference implementation; see known limitations and acceptance checklist.,
ADM-002,"Administration, Configuration, and Data Quality",Configuration promotion,"Configuration changes shall move through development, test, and production environments using documented release, testing, approval, and rollback controls.",Must,1,Configure,"Administration, Configuration, and Data Quality",Platform Owner,Demonstration,Proposed,Partially implemented,docs/REQUIREMENTS_TRACEABILITY.md,app/main.py; app/models.py,,Not Run,MVP hardening / 0.2.0,MVP reference implementation; see known limitations and acceptance checklist.,
ADM-003,"Administration, Configuration, and Data Quality",Reference-data stewardship,"Named data stewards shall manage controlled vocabularies, hierarchies, aliases, effective dates, and retirement of reference values.",Must,1,Configure,"Administration, Configuration, and Data Quality",Data Steward,Demonstration,Proposed,Implemented,docs/REQUIREMENTS_TRACEABILITY.md,app/main.py; app/models.py,tests/,Not Run,MVP 0.1.0,MVP reference implementation; see known limitations and acceptance checklist.,
ADM-004,"Administration, Configuration, and Data Quality",Required-field quality,"The platform shall enforce completeness, format, range, relationship, and business-rule validation at entry, import, integration, and approval points.",Must,1,Configure,"Administration, Configuration, and Data Quality",Data Steward,Demonstration,Proposed,Implemented,docs/REQUIREMENTS_TRACEABILITY.md,app/main.py; app/models.py,tests/,Not Run,MVP 0.1.0,MVP reference implementation; see known limitations and acceptance checklist.,
ADM-005,"Administration, Configuration, and Data Quality",Data-quality dashboard,"Data stewards shall view completeness, validity, uniqueness, consistency, timeliness, reconciliation, and orphan-record measures by division and source.",Must,2,Configure,"Administration, Configuration, and Data Quality",Data Steward,Demonstration,Proposed,Implemented,docs/USER_GUIDE.md#v050-portfolio-governance,app/main.py; app/models.py; app/services/v050.py; app/templates/portfolio_reviews.html; app/templates/scenarios.html; app/templates/integrations.html; app/templates/data_quality.html,tests/test_v050.py,Automated acceptance test passed,0.5.0,"Data-quality command center detects, scopes, assigns, tracks, and resolves stale, overdue, overallocated, alignment, and RTM evidence issues.",
ADM-006,"Administration, Configuration, and Data Quality",Stale-data control,"The platform shall flag stale project status, resource plans, costs, forecasts, assumptions, benefits, risks, and stakeholder commitments based on configurable currency rules.",Must,1,Configure,"Administration, Configuration, and Data Quality",Data Steward,Demonstration,Proposed,Implemented,docs/REQUIREMENTS_TRACEABILITY.md,app/main.py; app/models.py,tests/,Not Run,MVP 0.1.0,MVP reference implementation; see known limitations and acceptance checklist.,
ADM-007,"Administration, Configuration, and Data Quality",Duplicate and merge,"Authorized stewards shall identify, review, merge, and unmerge duplicate records while preserving identifiers, relationships, history, and source lineage.",Must,2,Extend,"Administration, Configuration, and Data Quality",Data Steward,Demonstration,Proposed,Planned,,,,Not Run,Phase 2,MVP reference implementation; see known limitations and acceptance checklist.,
ADM-008,"Administration, Configuration, and Data Quality",Bulk administration,"Authorized administrators shall perform controlled bulk reassignment, status update, reference update, archive, and correction with preview, approval where required, and audit.",Must,2,Configure,"Administration, Configuration, and Data Quality",Platform Owner,Demonstration,Proposed,Planned,,,,Not Run,Phase 2,MVP reference implementation; see known limitations and acceptance checklist.,
ADM-009,"Administration, Configuration, and Data Quality",Feature flags,"The platform shall support controlled activation of new modules, integrations, and workflow changes by environment, division, or pilot group.",Must,2,Configure,"Administration, Configuration, and Data Quality",Platform Owner,Demonstration,Proposed,Planned,,,,Not Run,Phase 2,MVP reference implementation; see known limitations and acceptance checklist.,
ADM-010,"Administration, Configuration, and Data Quality",Configuration inventory,"The service shall maintain an inventory of custom fields, workflows, scripts, integrations, reports, roles, and extensions with owner, purpose, version, and upgrade impact.",Must,1,Configure,"Administration, Configuration, and Data Quality",Platform Owner,Demonstration,Proposed,Implemented,docs/REQUIREMENTS_TRACEABILITY.md,app/main.py; app/models.py,tests/,Not Run,MVP 0.1.0,MVP reference implementation; see known limitations and acceptance checklist.,
ADM-011,"Administration, Configuration, and Data Quality",Usage analytics,"Administrators shall monitor adoption, active users, workflow completion, abandoned intake, dashboard use, notification volume, and help demand without exposing unnecessary personal monitoring data.",Must,2,Configure,"Administration, Configuration, and Data Quality",Product Owner,Demonstration,Proposed,Planned,,,,Not Run,Phase 2,MVP reference implementation; see known limitations and acceptance checklist.,
ADM-012,"Administration, Configuration, and Data Quality",Sandbox and training,"The service shall provide non-production environments and sanitized training data for configuration testing, user training, and integration validation.",Must,1,Configure,"Administration, Configuration, and Data Quality",Platform Owner,Demonstration,Proposed,Implemented,docs/REQUIREMENTS_TRACEABILITY.md,app/main.py; app/models.py,tests/,Not Run,MVP 0.1.0,MVP reference implementation; see known limitations and acceptance checklist.,
ADM-013,"Administration, Configuration, and Data Quality",Configurable business-object model,"Authorized administrators shall configure approved business-object types, fields, relationships, statuses, validation rules, and lifecycle behavior through governed configuration without unsupported source-code changes.",Must,2,Extend,"Administration, Configuration, and Data Quality",Platform Owner,Demonstration,Proposed,Planned,,,,Not Run,Phase 2,MVP reference implementation; see known limitations and acceptance checklist.,
AI-001,Responsible AI and Decision Support,Optional decision support,"AI-enabled functions shall be optional decision support and shall not autonomously approve, reject, fund, cancel, or reassign mission work or resources.",Must,5,Extend,Responsible AI and Decision Support,Responsible AI Lead,Demonstration,Proposed,Deferred,,,,Not Run,Phase 5,MVP reference implementation; see known limitations and acceptance checklist.,
AI-002,Responsible AI and Decision Support,Summarization,"Authorized users may generate draft summaries of demands, project status, risks, decisions, and portfolio changes, with source links and mandatory human review before publication.",Must,5,Extend,Responsible AI and Decision Support,Product Owner,Demonstration,Proposed,Deferred,,,,Not Run,Phase 5,MVP reference implementation; see known limitations and acceptance checklist.,
AI-003,Responsible AI and Decision Support,Recommendation transparency,"AI recommendations shall identify the data used, material assumptions, confidence or limitations, and the rule or model version sufficient for an authorized reviewer to assess the recommendation.",Must,5,Configure,Responsible AI and Decision Support,Responsible AI Lead,Demonstration,Proposed,Deferred,,,,Not Run,Phase 5,MVP reference implementation; see known limitations and acceptance checklist.,
AI-004,Responsible AI and Decision Support,No fabricated facts,"Generated portfolio narratives shall distinguish sourced facts, calculated values, analyst judgments, and generated suggestions and shall not insert unsupported mission, cost, resource, or performance claims.",Must,5,Configure,Responsible AI and Decision Support,Responsible AI Lead,Demonstration,Proposed,Deferred,,,,Not Run,Phase 5,MVP reference implementation; see known limitations and acceptance checklist.,
AI-005,Responsible AI and Decision Support,Sensitive-data boundary,"AI processing shall occur only within approved environments and data boundaries, and prompts, outputs, embeddings, and logs shall inherit applicable access and retention controls.",Must,5,Configure,Responsible AI and Decision Support,Security Manager,Demonstration,Proposed,Deferred,,,,Not Run,Phase 5,MVP reference implementation; see known limitations and acceptance checklist.,
AI-006,Responsible AI and Decision Support,Bias and quality evaluation,"AI models used for prioritization support, duplicate detection, forecasting, or recommendations shall be tested for accuracy, bias, drift, explainability, and mission-relevant failure modes.",Must,5,Configure,Responsible AI and Decision Support,Responsible AI Lead,Demonstration,Proposed,Deferred,,,,Not Run,Phase 5,MVP reference implementation; see known limitations and acceptance checklist.,
AI-007,Responsible AI and Decision Support,Human feedback,"Users shall be able to accept, modify, or reject AI suggestions and provide structured feedback without overwriting the authoritative source data.",Must,5,Configure,Responsible AI and Decision Support,Product Owner,Demonstration,Proposed,Deferred,,,,Not Run,Phase 5,MVP reference implementation; see known limitations and acceptance checklist.,
AI-008,Responsible AI and Decision Support,AI audit,"The platform shall log material AI-assisted outputs, model or service version, user, source records, disposition, and final human-approved content as required by policy.",Must,5,Configure,Responsible AI and Decision Support,Audit Manager,Demonstration,Proposed,Deferred,,,,Not Run,Phase 5,MVP reference implementation; see known limitations and acceptance checklist.,
IMP-001,"Implementation, Migration, Adoption, and Operations",Phased delivery,Implementation shall use phased releases that deliver usable business value while preserving the target enterprise data model and security architecture.,Must,1,Policy/Process,"Implementation, Migration, Adoption, and Operations",Program Manager,Demonstration,Proposed,Requires policy or governance decision,,,,Not Run,Governance decision / Phase 1,MVP reference implementation; see known limitations and acceptance checklist.,
IMP-002,"Implementation, Migration, Adoption, and Operations",MVP scope,"The initial production release shall include governed organization and strategy data, demand intake and assessment, approval, project creation, basic ProjectOS roll-up, division and senior dashboards, Excel import and export, notifications, and audit.",Must,1,Configure,"Implementation, Migration, Adoption, and Operations",Product Owner,Demonstration,Proposed,Implemented,docs/REQUIREMENTS_TRACEABILITY.md,app/main.py; app/models.py,tests/,Not Run,MVP 0.1.0,MVP reference implementation; see known limitations and acceptance checklist.,
IMP-003,"Implementation, Migration, Adoption, and Operations",Pilot divisions,"The program shall pilot with representative divisions and work types before enterprise rollout and shall document findings, configuration changes, and acceptance evidence.",Must,1,Policy/Process,"Implementation, Migration, Adoption, and Operations",Program Manager,Demonstration,Proposed,Requires policy or governance decision,,,,Not Run,Governance decision / Phase 1,MVP reference implementation; see known limitations and acceptance checklist.,
IMP-004,"Implementation, Migration, Adoption, and Operations",Data migration,"The program shall define source inventory, ownership, cleansing, mapping, rehearsal, reconciliation, acceptance, cutover, archive, and rollback for legacy spreadsheets and project records.",Must,1,Policy/Process,"Implementation, Migration, Adoption, and Operations",Migration Lead,Demonstration,Proposed,Requires policy or governance decision,,,,Not Run,Governance decision / Phase 1,MVP reference implementation; see known limitations and acceptance checklist.,
IMP-005,"Implementation, Migration, Adoption, and Operations",Training by role,"The program shall provide role-based training, job aids, office hours, sandbox exercises, and onboarding for senior leaders, portfolio staff, project teams, resource and financial managers, approvers, and administrators.",Must,1,Policy/Process,"Implementation, Migration, Adoption, and Operations",Training Lead,Demonstration,Proposed,Requires policy or governance decision,,,,Not Run,Governance decision / Phase 1,MVP reference implementation; see known limitations and acceptance checklist.,
IMP-006,"Implementation, Migration, Adoption, and Operations",Change management,"The implementation shall maintain stakeholder analysis, communications, adoption measures, feedback channels, resistance management, champion networks, and leadership reinforcement.",Must,1,Policy/Process,"Implementation, Migration, Adoption, and Operations",Change Manager,Demonstration,Proposed,Requires policy or governance decision,,,,Not Run,Governance decision / Phase 1,MVP reference implementation; see known limitations and acceptance checklist.,
IMP-007,"Implementation, Migration, Adoption, and Operations",Operational readiness,"Production release shall require approved service ownership, support model, runbooks, monitoring, continuity, security, data stewardship, release management, and known-issue disposition.",Must,1,Policy/Process,"Implementation, Migration, Adoption, and Operations",Service Owner,Demonstration,Proposed,Requires policy or governance decision,,,,Not Run,Governance decision / Phase 1,MVP reference implementation; see known limitations and acceptance checklist.,
IMP-008,"Implementation, Migration, Adoption, and Operations",Benefits measurement,"The program shall baseline and measure cycle time, data quality, reporting effort, portfolio visibility, resource forecast accuracy, decision latency, delivery performance, and user adoption after rollout.",Must,1,Configure,"Implementation, Migration, Adoption, and Operations",Benefits Owner,Demonstration,Proposed,Partially implemented,docs/REQUIREMENTS_TRACEABILITY.md,app/main.py; app/models.py,,Not Run,MVP hardening / 0.2.0,MVP reference implementation; see known limitations and acceptance checklist.,
IMP-009,"Implementation, Migration, Adoption, and Operations",ServiceNow fit-gap validation,"The implementation team shall validate every requirement against the licensed ServiceNow release and modules, classify it as out-of-box, configure, extend, integrate, process, or deferred, and obtain product-owner approval before build.",Must,1,Policy/Process,"Implementation, Migration, Adoption, and Operations",Solution Architect,Demonstration,Proposed,Requires policy or governance decision,,,,Not Run,Governance decision / Phase 1,MVP reference implementation; see known limitations and acceptance checklist.,
IMP-010,"Implementation, Migration, Adoption, and Operations",Customization guardrail,"Custom development shall require documented business value, alternatives considered, lifecycle owner, security review, automated tests, upgrade impact, and retirement plan.",Must,1,Policy/Process,"Implementation, Migration, Adoption, and Operations",Architecture Review Board,Demonstration,Proposed,Requires policy or governance decision,,,,Not Run,Governance decision / Phase 1,MVP reference implementation; see known limitations and acceptance checklist.,
IMP-011,"Implementation, Migration, Adoption, and Operations",Acceptance and traceability,"Each release shall trace approved requirements to design, configuration or code, test cases, defects, user acceptance, training, and production verification.",Must,1,Policy/Process,"Implementation, Migration, Adoption, and Operations",Test Lead,Demonstration,Proposed,Requires policy or governance decision,,,,Not Run,Governance decision / Phase 1,MVP reference implementation; see known limitations and acceptance checklist.,
IMP-012,"Implementation, Migration, Adoption, and Operations",Continuous improvement,"The product team shall maintain a governed backlog, quarterly value review, user feedback process, performance analytics, and roadmap for iterative improvement.",Must,1,Configure,"Implementation, Migration, Adoption, and Operations",Product Owner,Demonstration,Proposed,Partially implemented,docs/REQUIREMENTS_TRACEABILITY.md,app/main.py; app/models.py,,Not Run,MVP hardening / 0.2.0,MVP reference implementation; see known limitations and acceptance checklist.,
DIV-075-001,Division Experience,Division visual identity,"The application shall display a responsive, accessible, division-specific banner on division portfolio views without layout shift and with reduced-motion support.",Must,1,Configure,Division Experience,Product Owner,Demonstration,Approved,Implemented,app/templates/_division_hero.html; app/static/app.css; app/static/app.js,app/main.py; app/models.py,tests/test_v075.py::test_v075_division_identity_profiles_and_banners_render,Passed - automated,0.7.5,"Six optimized WebP banners render with reserved aspect ratio, accessible alternative text, responsive crop, fade-in, fallback, and reduced-motion behavior.",
DIV-075-002,Division Experience,Canonical division briefing view,The division portfolio page shall provide current and briefing presentation modes from the same source-backed view.,Must,1,Configure,Division Experience,Enterprise Portfolio Owner,Demonstration,Approved,Implemented,app/templates/division_detail.html,app/main.py,tests/test_v075.py::test_v075_division_identity_profiles_and_banners_render,Passed - automated,0.7.5,"Current view, briefing view, presentation mode, and review workspace links are available from the canonical division page.",
DIV-075-003,Division Governance,Governed division profile,"Authorized division stewards shall maintain mission, vision, focus areas, responsibilities, branches, initiatives, relationships, forums, doctrine, banner metadata, source documents, and review status.",Must,1,Build,Division Governance,Division Chief,Test,Approved,Implemented,app/models.py DivisionProfile; app/templates/division_profile_edit.html,app/main.py; app/services/division_profiles.py,tests/test_v075.py::test_v075_profile_edit_and_json_import_are_previewed_and_audited,Passed - automated,0.7.5,"Division profiles are stored in a governed table, editable by approved roles, sourced, date-stamped, and audit recorded.",
DIV-075-004,Division Governance,Authoritative division naming,"The application shall use Coalition Interoperability Division for CID while preserving the stable CID code, database identifier, records, and links.",Must,1,Configure,Division Governance,Platform Administrator,Test,Approved,Implemented,migrations/versions/0007_division_experience_v075.py,app/seed.py; app/services/division_profiles.py,tests/test_v075.py::test_v075_division_identity_profiles_and_banners_render,Passed - automated,0.7.5,"CID, JFID, and C3OD2 display names are corrected through an idempotent migration and seed reconciliation without changing stable organization codes or IDs.",
DIV-075-005,Data Exchange,Division JSON and CSV export,Users shall export accessible division profile and portfolio data as a versioned JSON package or a multi-file CSV package.,Must,1,Build,Data Exchange,Data Steward,Test,Approved,Implemented,app/main.py division_export,app/main.py,tests/test_v075.py::test_v075_division_json_and_csv_package_exports,Passed - automated,0.7.5,"JSON and ZIP-contained CSV exports include profile, projects, demands, core functions, capacity, financials, milestones, and RAID while honoring accessible sensitivity scope.",
DIV-075-006,Data Exchange,Division profile import preview,Authorized profile stewards shall import division profile JSON or CSV only after a non-destructive validation and preview step.,Must,1,Build,Data Exchange,Data Steward,Test,Approved,Implemented,app/templates/division_profile_import.html; app/templates/division_profile_import_preview.html,app/main.py; app/services/division_profiles.py,tests/test_v075.py::test_v075_profile_edit_and_json_import_are_previewed_and_audited,Passed - automated,0.7.5,"JSON and CSV profile imports are size-limited, parsed, normalized, previewed, validated, explicitly committed, and audit recorded.",
TRV-076-001,Travel Data,Controlled travel-request import,"The application shall validate, preview, and commit traveler-level approval-source records while retaining source filename, row, external identifier, raw payload, and import batch evidence.",Must,1,Build,Travel Requests,Data Steward,Test,Approved,Implemented,migrations/versions/0008_travel_engagements_v076.py; app/templates/imports.html,app/services/travel.py; app/main.py,tests/test_v076.py::test_v076_power_bi_export_reader_retains_all_source_rows_and_flags_date_anomaly,Passed - automated,0.7.6,"The supplied approval export imports as 385 records totaling $1,082,395.25; one source date anomaly is retained as a warning.",
TRV-076-002,Travel Data,Controlled trip-report import,"The application shall preserve complete post-trip narratives, detect sensitivity markings, preview validation results, and create traceable trip-report records.",Must,1,Build,Trip Reports,Data Steward,Test,Approved,Implemented,app/templates/imports.html; app/templates/import_preview.html,app/services/travel.py; app/main.py,tests/test_v076.py::test_v076_trip_report_import_preview_and_traceability,Passed - automated,0.7.6,"Nine supplied trip reports import with purpose, discussion, findings, recommendations, and action-item narratives intact.",
TRV-076-003,Travel Reconciliation,Trip report matching and human reconciliation,"The application shall score candidate travel-request matches using traveler, division, dates, event title, and location, auto-link only high-confidence unique matches, and require a steward for ambiguous matches.",Must,1,Build,Reconciliation,Division Portfolio Manager,Test,Approved,Implemented,app/templates/trip_report_detail.html,app/services/travel.py; app/main.py,tests/test_v076.py::test_v076_seed_reconciles_supplied_approval_totals_and_reports,Passed - automated,0.7.6,"Match status, confidence, rationale, confirmation actor, and confirmation timestamp are retained.",
TRV-076-004,Reporting,Travel dashboard and drill-through,"Authorized users shall filter enterprise travel estimates and drill from dashboard metrics to requests, engagements, reports, and source evidence.",Must,1,Build,Travel Dashboard,Portfolio Management Office,Test,Approved,Implemented,app/templates/travel.html; app/templates/travel_request_detail.html,app/main.py; app/services/travel.py,tests/test_v076.py::test_v076_travel_dashboard_drilldown_exports_and_search_render,Passed - automated,0.7.6,"Dashboard includes status, division, month, location, report gaps, reconciliation, and linked detail views.",
TRV-076-005,Engagement Management,Engagement-level consolidation,The application shall consolidate related traveler requests and trip reports under a reusable engagement while retaining traveler-level cost and approval records.,Must,1,Build,Travel Engagement,Division Portfolio Manager,Test,Approved,Implemented,app/templates/travel_engagement_detail.html,app/models.py; app/services/travel.py,tests/test_v076.py::test_v076_travel_dashboard_drilldown_exports_and_search_render,Passed - automated,0.7.6,"Canonical engagements aggregate participating divisions, traveler requests, reports, estimated cost, and cross-division status.",
TRV-076-006,Outcome Management,Promote trip-report outcomes,"Authorized reviewers shall classify report findings, recommendations, actions, risks, decisions, and dependencies and promote accepted items to canonical portfolio records with backlinks.",Must,1,Build,Outcome Promotion,Division Chief,Test,Approved,Implemented,app/templates/trip_report_detail.html,app/main.py; app/models.py,tests/test_v076.py::test_v076_seed_reconciles_supplied_approval_totals_and_reports,Passed - automated,0.7.6,Structured report items preserve their exact source report and promotion state; original narratives remain immutable evidence.,
TRV-076-007,Division Governance,Division travel integration,"Division portfolio pages shall show travel estimates, recent requests, trip-report outcomes, missing reports, and reconciliation workload for that division.",Must,1,Configure,Division Portfolio,Division Chief,Test,Approved,Implemented,app/templates/division_detail.html,app/main.py,tests/test_v076.py::test_v076_travel_dashboard_drilldown_exports_and_search_render,Passed - automated,0.7.6,Division pages link directly to the filtered travel workspace and underlying records.,
TRV-076-008,Leadership Briefing,Travel briefing snapshot integration,Division briefings shall include a source-backed travel and external-engagement section whose approved snapshots remain immutable.,Must,1,Build,Division Briefing,Division Chief,Test,Approved,Implemented,app/templates/division_briefing.html,app/services/briefings.py,tests/test_v076.py::test_v076_division_briefing_payload_has_travel_section,Passed - automated,0.7.6,"The section includes request count, estimated cost, report count, review workload, reconciliation, and linked source records.",
TRV-076-009,Audit and Provenance,Travel provenance and audit evidence,"Every travel request, report, outcome, match, review, and promoted link shall expose stable identifiers and retain source and audit evidence.",Must,1,Build,Traceability,Auditor,Inspection,Approved,Implemented,app/templates/travel_request_detail.html; app/templates/trip_report_detail.html,app/models.py; app/main.py,tests/test_v076.py::test_v076_trip_report_import_preview_and_traceability,Passed - automated,0.7.6,"Source filename, row, source record, batch, raw payload, timestamps, match evidence, and audit events are retained.",
TRV-076-010,Security,Travel role and sensitivity enforcement,"Travel requests, trip reports, and outcomes shall honor organization scope, role authority, and independent sensitivity controls.",Must,1,Configure,Travel Security,Security Reviewer,Test,Approved,Implemented,app/main.py scoped_travel_requests; scoped_trip_reports,app/services/security.py; app/main.py,tests/test_permissions.py,Passed - automated,0.7.6,Restricted records are excluded for users without sensitive access; write functions require portfolio-management roles.,
TRV-076-011,Data Quality,Travel data-quality controls,"The application shall surface invalid date sequences, overdue missing reports, and unmatched trip reports as governed data-quality issues.",Must,1,Build,Data Quality,Data Steward,Test,Approved,Implemented,app/templates/data_quality.html,app/services/v050.py,tests/test_v076.py::test_v076_power_bi_export_reader_retains_all_source_rows_and_flags_date_anomaly,Passed - automated,0.7.6,Source anomalies are not silently corrected; they are retained and assigned for steward disposition.,
TRV-076-012,Data Exchange,Travel CSV export and linked portability,Authorized users shall export accessible travel requests and trip reports as machine-readable CSV and include both datasets in division export packages.,Must,1,Build,Data Exchange,Data Steward,Test,Approved,Implemented,app/templates/reports.html,app/main.py,tests/test_v076.py::test_v076_travel_dashboard_drilldown_exports_and_search_render,Passed - automated,0.7.6,"Exports include stable IDs, source identifiers, engagement links, dates, estimates, report status, and provenance fields.",
UX-077-001,Navigation,Simplified Briefings navigation,"The application shall label the leadership briefing workspace as Briefings while retaining stable portfolio-review routes, records, permissions, and audit evidence.",Must,1,Build,Navigation,Portfolio Management Office,Test,Approved,Implemented,app/templates/base.html; app/templates/portfolio_reviews.html,app/main.py,tests/test_v077.py::test_v077_dashboard_investment_flow_and_briefings_label_render,Passed - automated,0.7.7,User-facing labels are simplified without a route or data migration.,
TRV-077-001,Travel Visualization,Interactive geographic footprint,"Authorized users shall view accessible travel activity on an interactive geographic footprint with proportional cost markers and linked request, engagement, division, and report counts.",Must,1,Build,Travel Map,Division Portfolio Manager,Test,Approved,Implemented,app/templates/travel.html; app/static/maps/world-outline.svg,app/services/travel.py; app/static/app.js,tests/test_v077.py::test_v077_interactive_travel_map_and_fancy_analytics_render,Passed - automated,0.7.7,Map markers are generated only from already-authorized server-side aggregates.,
TRV-077-002,Travel Data Quality,Governed location normalization,The application shall normalize known destination aliases and typographical variants to stewarded canonical locations while surfacing unmapped values and mapping coverage.,Must,1,Build,Location Registry,Data Steward,Test,Approved,Implemented,app/templates/travel.html,app/services/travel.py,tests/test_v077.py::test_v077_location_registry_normalizes_source_aliases_and_reports_coverage,Passed - automated,0.7.7,Canonical city-level reference coordinates are packaged locally; source location text remains unchanged on records.,
TRV-077-003,Travel Traceability,Map and Top Locations cross-filtering,The geographic map and Top Locations index shall coordinate selection and link back to a stable location-filtered travel workspace.,Must,1,Build,Travel Drill-through,Portfolio Management Office,Test,Approved,Implemented,app/templates/travel.html,app/main.py; app/static/app.js,tests/test_v077.py::test_v077_interactive_travel_map_and_fancy_analytics_render,Passed - automated,0.7.7,Location links preserve authorized server-side filtering and record drill-through.,
